m.name,n.name,year,paper_count,paper_ids
Opportunity Atlas,Absolute Mobility Measures,[2020],1,[https://openalex.org/W3045264130]
Opportunity Atlas,Regression‐based Measures,"[2014, 2021]",4,"[https://openalex.org/W2120158174, https://openalex.org/W3197901707, https://openalex.org/W3129579937, https://openalex.org/W3150419855]"
Opportunity Atlas,Transition Matrix / Probability Measures,[2024],1,[https://openalex.org/W4402314342]
Opportunity Atlas,Rank‐based Measures,[2023],1,[https://openalex.org/W4387912130]
Opportunity Atlas,Intergenerational Wealth Mobility and Inheritance,[2021],1,[https://openalex.org/W3150419855]
Opportunity Atlas,Empirical Estimates and Determinants,"[2014, 2021, 2024]",3,"[https://openalex.org/W2120158174, https://openalex.org/W3129579937, https://openalex.org/W4402314342]"
Opportunity Atlas,"Policy, Institutional, and Geographic Impacts","[2020, 2021]",2,"[https://openalex.org/W3045264130, https://openalex.org/W3197901707]"
Opportunity Atlas,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",[2023],1,[https://openalex.org/W4387912130]
Natural/Experimental Data,Absolute Mobility Measures,[2021],1,[https://openalex.org/W3201233520]
Natural/Experimental Data,Decomposition / Structural Approaches,"[2017, 2022]",2,"[https://openalex.org/W3026679872, https://openalex.org/W4283764937]"
Natural/Experimental Data,Regression‐based Measures,"[2014, 2018, 2022, 2024]",5,"[https://openalex.org/W2010545686, https://openalex.org/W2801737043, https://openalex.org/W4312802865, https://openalex.org/W4226345407, https://openalex.org/W4401242778]"
Natural/Experimental Data,Others_Measure,[2019],1,[https://openalex.org/W3136420028]
Natural/Experimental Data,Intergenerational Wealth Mobility and Inheritance,"[2021, 2022]",2,"[https://openalex.org/W3201233520, https://openalex.org/W4226345407]"
Natural/Experimental Data,Empirical Estimates and Determinants,"[2014, 2022]",2,"[https://openalex.org/W2010545686, https://openalex.org/W4312802865]"
Natural/Experimental Data,"Policy, Institutional, and Geographic Impacts","[2017, 2018, 2022, 2024]",4,"[https://openalex.org/W3026679872, https://openalex.org/W2801737043, https://openalex.org/W4283764937, https://openalex.org/W4401242778]"
Natural/Experimental Data,Perceptions of Mobility and Attitudes,[2019],1,[https://openalex.org/W3136420028]
Others_RqType,Linked Administrative Data,[2012],1,[https://openalex.org/W439017983]
Others_RqType,Regression‐based Measures,[2012],1,[https://openalex.org/W439017983]
Perceptions of Mobility and Attitudes,National Survey Data,"[2012, 2015, 2018, 2019, 2020, 2022, 2024]",7,"[https://openalex.org/W3125330545, https://openalex.org/W2134426017, https://openalex.org/W2890540479, https://openalex.org/W2955018254, https://openalex.org/W3088079582, https://openalex.org/W4213429281, https://openalex.org/W4403660177]"
Perceptions of Mobility and Attitudes,Natural/Experimental Data,[2019],1,[https://openalex.org/W3136420028]
Perceptions of Mobility and Attitudes,Absolute Mobility Measures,[2020],1,[https://openalex.org/W3088079582]
Perceptions of Mobility and Attitudes,Decomposition / Structural Approaches,"[2012, 2015]",2,"[https://openalex.org/W3125330545, https://openalex.org/W2134426017]"
Perceptions of Mobility and Attitudes,Regression‐based Measures,[2024],1,[https://openalex.org/W4403660177]
Perceptions of Mobility and Attitudes,Others_Measure,"[2018, 2019, 2022]",3,"[https://openalex.org/W2890540479, https://openalex.org/W3136420028, https://openalex.org/W4213429281]"
Perceptions of Mobility and Attitudes,Rank‐based Measures,[2019],1,[https://openalex.org/W2955018254]
University/Institution Data,Transition Matrix / Probability Measures,[2019],1,[https://openalex.org/W2953817338]
University/Institution Data,Others_Measure,[2019],1,[https://openalex.org/W2914094440]
University/Institution Data,Rank‐based Measures,[2022],1,[https://openalex.org/W4285199241]
University/Institution Data,Intergenerational Wealth Mobility and Inheritance,[2022],1,[https://openalex.org/W4285199241]
University/Institution Data,Empirical Estimates and Determinants,[2019],2,"[https://openalex.org/W2914094440, https://openalex.org/W2953817338]"
Big Data,Absolute Mobility Measures,[2022],2,"[https://openalex.org/W4289222991, https://openalex.org/W4289538664]"
Big Data,Regression‐based Measures,[2025],1,[https://openalex.org/W4407152405]
Big Data,Empirical Estimates and Determinants,"[2022, 2025]",3,"[https://openalex.org/W4289222991, https://openalex.org/W4289538664, https://openalex.org/W4407152405]"
