from_type,from_val,to_type,to_val,source,weight
Measure,Absolute Mobility Measures,RqType,Empirical Estimates and Determinants,citation,6
DataType,Linked Administrative Data,DataType,Others_DataType,citation,6
DataType,Linked Administrative Data,RqType,Empirical Estimates and Determinants,citation,6
DataType,Linked Administrative Data,RqType,Measurement and Methodological Advances,citation,6
DataType,Linked Administrative Data,Measure,Regression‐based Measures,citation,6
DataType,Linked Administrative Data,DataType,No dataset,citation,6
DataType,Linked Administrative Data,RqType,Empirical Estimates and Determinants,citation,6
DataType,Linked Administrative Data,DataType,Panel/Longitudinal Surveys,citation,6
DataType,Linked Administrative Data,Measure,Regression‐based Measures,citation,6
DataType,Linked Administrative Data,RqType,Empirical Estimates and Determinants,citation,6
DataType,Linked Administrative Data,DataType,Panel/Longitudinal Surveys,citation,6
DataType,Linked Administrative Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,6
DataType,Linked Administrative Data,Measure,Regression‐based Measures,citation,6
DataType,Linked Administrative Data,Measure,Transition Matrix / Probability Measures,citation,6
DataType,Linked Administrative Data,DataType,Administrative/Registry Data,citation,6
DataType,Linked Administrative Data,DataType,Linked Administrative Data,citation,6
DataType,Linked Administrative Data,DataType,Archival/Historical Data,citation,6
DataType,Linked Administrative Data,Measure,Transition Matrix / Probability Measures,citation,6
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Panel/Longitudinal Surveys,citation,6
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",citation,6
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Linked Administrative Data,citation,6
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,Intergenerational Wealth Mobility and Inheritance,citation,6
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,National Survey Data,citation,6
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,Intergenerational Wealth Mobility and Inheritance,citation,6
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Decomposition / Structural Approaches,citation,6
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,Theoretical and Structural Models,citation,6
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Decomposition / Structural Approaches,citation,6
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Rank‐based Measures,citation,6
RqType,Intergenerational Wealth Mobility and Inheritance,RqType,"Policy, Institutional, and Geographic Impacts",citation,6
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Others_Measure,citation,6
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Archival/Historical Data,citation,6
RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Rank‐based Measures,citation,6
RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Panel/Longitudinal Surveys,citation,6
Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,citation,6
Measure,Regression‐based Measures,Measure,Others_Measure,citation,6
Measure,Regression‐based Measures,DataType,Linked Administrative Data,citation,6
Measure,Regression‐based Measures,Measure,Decomposition / Structural Approaches,citation,6
Measure,Regression‐based Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,6
Measure,Regression‐based Measures,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",citation,6
Measure,Regression‐based Measures,DataType,Panel/Longitudinal Surveys,citation,6
Measure,Regression‐based Measures,DataType,No dataset,citation,6
Measure,Regression‐based Measures,DataType,Linked Administrative Data,citation,6
Measure,Regression‐based Measures,Measure,Transition Matrix / Probability Measures,citation,6
Measure,Regression‐based Measures,Measure,Rank‐based Measures,citation,6
Measure,Regression‐based Measures,Measure,Decomposition / Structural Approaches,citation,6
Measure,Regression‐based Measures,Measure,Rank‐based Measures,citation,6
Measure,Regression‐based Measures,Measure,Regression‐based Measures,citation,6
Measure,Regression‐based Measures,RqType,Empirical Estimates and Determinants,citation,6
Measure,Regression‐based Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,6
DataType,No dataset,RqType,Empirical Estimates and Determinants,citation,6
DataType,No dataset,RqType,Intergenerational Wealth Mobility and Inheritance,citation,6
DataType,No dataset,Measure,Regression‐based Measures,citation,6
DataType,No dataset,DataType,Panel/Longitudinal Surveys,citation,6
DataType,No dataset,DataType,No dataset,citation,6
DataType,Natural/Experimental Data,DataType,Linked Administrative Data,citation,6
DataType,Natural/Experimental Data,RqType,Empirical Estimates and Determinants,citation,6
DataType,Natural/Experimental Data,Measure,Rank‐based Measures,citation,6
Measure,Decomposition / Structural Approaches,RqType,Intergenerational Wealth Mobility and Inheritance,citation,6
Measure,Decomposition / Structural Approaches,DataType,Panel/Longitudinal Surveys,citation,6
DataType,International Panel Data,DataType,No dataset,citation,6
DataType,International Panel Data,RqType,Theoretical and Structural Models,citation,6
DataType,International Panel Data,Measure,Decomposition / Structural Approaches,citation,6
Measure,Rank‐based Measures,Measure,Transition Matrix / Probability Measures,citation,6
Measure,Rank‐based Measures,DataType,No dataset,citation,6
Measure,Rank‐based Measures,DataType,No dataset,citation,6
Measure,Rank‐based Measures,RqType,"Policy, Institutional, and Geographic Impacts",citation,6
Measure,Rank‐based Measures,RqType,Empirical Estimates and Determinants,citation,6
Measure,Rank‐based Measures,DataType,Administrative/Registry Data,citation,6
Measure,Rank‐based Measures,Measure,Transition Matrix / Probability Measures,citation,6
Measure,Rank‐based Measures,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",citation,6
Measure,Rank‐based Measures,Measure,Regression‐based Measures,citation,6
Measure,Rank‐based Measures,Measure,Rank‐based Measures,citation,6
DataType,Archival/Historical Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,6
DataType,Archival/Historical Data,RqType,Empirical Estimates and Determinants,citation,6
DataType,Archival/Historical Data,Measure,Regression‐based Measures,citation,6
DataType,Archival/Historical Data,DataType,Archival/Historical Data,citation,6
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,No dataset,citation,6
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",RqType,Theoretical and Structural Models,citation,6
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Decomposition / Structural Approaches,citation,6
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",RqType,Empirical Estimates and Determinants,citation,6
DataType,No dataset,RqType,Empirical Estimates and Determinants,citation,6
DataType,No dataset,Measure,Regression‐based Measures,citation,6
DataType,No dataset,DataType,Administrative/Registry Data,citation,6
DataType,No dataset,Measure,Absolute Mobility Measures,citation,6
DataType,No dataset,RqType,Intergenerational Wealth Mobility and Inheritance,citation,6
DataType,No dataset,Measure,Regression‐based Measures,citation,6
DataType,No dataset,Measure,Regression‐based Measures,citation,6
RqType,Empirical Estimates and Determinants,Measure,Rank‐based Measures,citation,6
RqType,Empirical Estimates and Determinants,Measure,Decomposition / Structural Approaches,citation,6
RqType,Empirical Estimates and Determinants,RqType,Intergenerational Wealth Mobility and Inheritance,citation,6
RqType,Empirical Estimates and Determinants,Measure,Decomposition / Structural Approaches,citation,6
RqType,Empirical Estimates and Determinants,DataType,Panel/Longitudinal Surveys,citation,6
RqType,Empirical Estimates and Determinants,Measure,Decomposition / Structural Approaches,citation,6
RqType,Empirical Estimates and Determinants,RqType,Intergenerational Wealth Mobility and Inheritance,citation,6
RqType,Empirical Estimates and Determinants,Measure,Rank‐based Measures,citation,6
RqType,Empirical Estimates and Determinants,DataType,National Survey Data,citation,6
RqType,Empirical Estimates and Determinants,Measure,Decomposition / Structural Approaches,citation,6
RqType,Empirical Estimates and Determinants,RqType,"Policy, Institutional, and Geographic Impacts",citation,6
RqType,Empirical Estimates and Determinants,DataType,Linked Administrative Data,citation,6
RqType,Empirical Estimates and Determinants,DataType,Panel/Longitudinal Surveys,citation,6
RqType,Empirical Estimates and Determinants,Measure,Regression‐based Measures,citation,6
Measure,Transition Matrix / Probability Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,6
Measure,Transition Matrix / Probability Measures,DataType,No dataset,citation,6
Measure,Transition Matrix / Probability Measures,DataType,Linked Administrative Data,citation,6
DataType,Panel/Longitudinal Surveys,Measure,Regression‐based Measures,citation,6
DataType,Panel/Longitudinal Surveys,RqType,Empirical Estimates and Determinants,citation,6
DataType,Panel/Longitudinal Surveys,DataType,Panel/Longitudinal Surveys,citation,6
DataType,Panel/Longitudinal Surveys,DataType,Administrative/Registry Data,citation,6
DataType,Panel/Longitudinal Surveys,RqType,Intergenerational Wealth Mobility and Inheritance,citation,6
DataType,Panel/Longitudinal Surveys,RqType,Intergenerational Wealth Mobility and Inheritance,citation,6
DataType,Panel/Longitudinal Surveys,Measure,Regression‐based Measures,citation,6
DataType,Panel/Longitudinal Surveys,Measure,Transition Matrix / Probability Measures,citation,6
DataType,Panel/Longitudinal Surveys,DataType,Administrative/Registry Data,citation,6
DataType,Panel/Longitudinal Surveys,DataType,National Survey Data,citation,6
DataType,Panel/Longitudinal Surveys,Measure,Regression‐based Measures,citation,6
DataType,Panel/Longitudinal Surveys,DataType,No dataset,citation,6
DataType,Panel/Longitudinal Surveys,RqType,Empirical Estimates and Determinants,citation,6
DataType,Panel/Longitudinal Surveys,DataType,National Survey Data,citation,6
DataType,Panel/Longitudinal Surveys,Measure,Others_Measure,citation,6
DataType,Panel/Longitudinal Surveys,Measure,Transition Matrix / Probability Measures,citation,6
DataType,Panel/Longitudinal Surveys,Measure,Rank‐based Measures,citation,6
RqType,Measurement and Methodological Advances,RqType,Empirical Estimates and Determinants,citation,6
RqType,Measurement and Methodological Advances,Measure,Rank‐based Measures,citation,6
RqType,Measurement and Methodological Advances,DataType,Panel/Longitudinal Surveys,citation,6
DataType,No dataset,RqType,"Policy, Institutional, and Geographic Impacts",citation,5
DataType,No dataset,DataType,Linked Administrative Data,citation,5
DataType,No dataset,DataType,Linked Administrative Data,citation,5
DataType,No dataset,Measure,Regression‐based Measures,citation,5
DataType,No dataset,RqType,Empirical Estimates and Determinants,citation,5
DataType,No dataset,RqType,Intergenerational Wealth Mobility and Inheritance,citation,5
RqType,Empirical Estimates and Determinants,Measure,Rank‐based Measures,citation,5
RqType,Empirical Estimates and Determinants,DataType,No dataset,citation,5
RqType,Empirical Estimates and Determinants,RqType,Intergenerational Wealth Mobility and Inheritance,citation,5
RqType,Empirical Estimates and Determinants,DataType,Panel/Longitudinal Surveys,citation,5
RqType,Empirical Estimates and Determinants,DataType,No dataset,citation,5
